,absstatus,brakestatus,closestintersectid,device,elevation,filedate,filetimeutc,fixtypehvgps,gpsorientsemimaj,gpssemimajaxis,gpssemiminaxis,gpsspeed,heading,headlamp,key,latitude,localtimems,longaccel,longitude,speed,stabilitycontrolstatus,steerangle,throttlepospct,traccontrolstatus,transstate,turnsignal,uuid,wiper,yawrate
4424,0,0,0,100625,235.85,20200601,12053,2,166.0,0.55,0.42,31.614445,352.06,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTM0NjUwfQ==,40.01381256638919,6134650,-0.048074722,-83.11987458022064,31.483332,0,1.1,0,0,2,0,962e1576b543d8fc32278005bc041cda,0,-1.5258789e-05
4425,0,0,0,100625,235.55,20200601,12053,2,166.0,0.55,0.42,31.606222,351.97,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTM1MTUxfQ==,40.01395390041439,6135151,-0.00022315979,-83.11990027357976,31.505554,0,1.2,0,0,2,0,3568e6d7be708c4da030664d4294e3f3,0,-1.5258789e-05
4426,0,0,0,100625,235.25,20200601,12053,2,166.0,0.55,0.42,31.66121,351.96,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTM1NjUxfQ==,40.01409506715567,6135651,-0.048074722,-83.11992627654467,31.530554,0,1.2,0,0,2,0,f0f8bf5bde7ca5264f57b8ede9256163,0,-1.5258789e-05
4427,0,0,0,100625,234.95,20200601,12053,2,166.0,0.55,0.41,31.651958,351.8,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTM2MTUxfQ==,40.01423640163326,6136151,-0.095926285,-83.11995249066942,31.547222,0,1.7,0,0,2,0,8dae958973d9bb83033e1c1d605f0c0e,0,-1.5258789e-05
4428,0,0,0,100625,234.55,20200601,12053,2,165.0,0.54,0.41,31.657097,351.72,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTM2NjUxfQ==,40.01437773550037,6136651,-0.00022315979,-83.11997901439955,31.563889,0,2.5,0,0,2,0,6acb9a65a9da6b092c50be2b863409ae,0,0.488266
4429,0,0,0,100625,234.25,20200601,12053,2,165.0,0.53,0.41,31.69461,351.89,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTM3MTUxfQ==,40.01451906766801,6137151,-0.00022315979,-83.12000513063755,31.572222,0,2.0,0,0,2,0,1562b77a97059b70a5768d63670765de,0,0.488266
4430,0,0,0,100625,233.95,20200601,12053,2,164.0,0.53,0.41,31.710028,351.99,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTM3NjUxfQ==,40.01466040026177,6137651,-0.048074722,-83.1200311009752,31.597221,0,1.8000001,0,0,2,0,95b76ac685d44e27d9354c0fad609bed,0,0.24412537
4431,0,0,0,100625,233.65,20200601,12053,2,164.0,0.54,0.41,31.71671,352.01,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTM4MTUxfQ==,40.014773733442226,6138151,-0.19163132,-83.12005176170892,31.616667,0,1.8000001,0,0,2,0,36970c40c574c36ec9877f07216f469c,0,0.24412537
4432,0,0,0,100625,233.35,20200601,12053,2,163.0,0.55,0.42,31.71054,351.9,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTM4NjUxfQ==,40.01491540092831,6138651,-0.095926285,-83.12007779433488,31.633333,0,2.3,0,0,2,0,3132926bd4797f6beba41735c46458e5,0,0.24412537
4433,0,0,0,100625,233.05,20200601,12053,2,163.0,0.55,0.42,31.723904,352.02,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTM5MTUxfQ==,40.015085566697934,6139151,-0.048074722,-83.12010892540694,31.647223,0,2.4,0,0,2,0,b2c1308958127d0e5030f514a98c68c8,0,0.24412537
4434,0,0,0,100625,232.75,20200601,12053,2,164.0,0.54,0.42,31.758333,352.09,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTM5NjUxfQ==,40.015227232814766,6139651,-0.00022315979,-83.12013457131081,31.641666,0,1.9,0,0,2,0,58037ada2643c1e18c7a87258e4beaf9,0,0.488266
4435,0,0,0,100625,232.45,20200601,12053,2,165.0,0.53,0.41,31.756277,352.06,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQwMTUxfQ==,40.01536923305234,6140151,-0.14377975,-83.12016041354065,31.644444,0,1.6,0,0,2,0,ecd4e61eb1ea924136690322d1cf290f,0,0.24412537
4436,0,0,0,100625,232.25,20200601,12053,2,165.0,0.53,0.41,31.765015,352.03,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQwNjUxfQ==,40.015510899953,6140651,-0.14377975,-83.12018608910402,31.644444,0,1.8000001,0,0,2,0,f83fb7c2f000f6e25eaf6c1907960143,0,-1.5258789e-05
4437,0,0,0,100625,232.05,20200601,12053,2,165.0,0.53,0.41,31.692556,351.99,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQxMTUxfQ==,40.01565240025952,6141151,-0.00022315979,-83.12021160096702,31.627777,0,1.9,0,0,2,0,7dd490cd2fe75f2ab45efc99d3fa2d16,0,0.24412537
4438,0,0,0,100625,231.95,20200601,12053,2,164.0,0.54,0.41,31.714138,352.02,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQxNjUxfQ==,40.0157655666964,6141651,-0.048074722,-83.12023209206794,31.58889,0,1.9,0,0,2,0,63362cc542687ea86d06942c9a8c8d37,0,0.24412537
4439,0,0,0,100625,231.75,20200601,12053,2,163.0,0.55,0.41,31.652472,352.02,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQyMTUxfQ==,40.01593540002935,6142151,-0.048074722,-83.12026275873316,31.56111,0,1.7,0,0,2,0,44c09e1eaea4c47ac6867b25b9834d50,0,0.24412537
4440,0,0,0,100625,231.65,20200601,12053,2,163.0,0.55,0.41,31.63911,352.05,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQyNjUxfQ==,40.01604839979596,6142651,-0.095926285,-83.12028341650083,31.519445,0,2.0,0,0,2,0,845aeee5012de11548b9eda353365ecb,0,-1.5258789e-05
4441,0,0,0,100625,231.55,20200601,12053,2,163.0,0.56,0.41,31.543015,352.02,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQzMTUxfQ==,40.01618956669544,6143151,-0.00022315979,-83.12030925873103,31.472221,0,2.7,0,0,2,0,5033f8d7298bb7fd0d57b7e5d375bc7d,0,0.488266
4442,0,0,0,100625,231.55,20200601,12053,2,163.0,0.57,0.42,31.503445,352.17,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQzNjUxfQ==,40.016358732160306,6143651,-0.00022315979,-83.12033938090741,31.419445,0,1.7,0,0,2,0,7d243da76e3f96d092232eb6295d7fa6,0,0.24412537
4443,0,0,0,100625,231.55,20200601,12053,2,163.0,0.57,0.42,31.503445,352.13,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQ0MTUxfQ==,40.01647139915584,6144151,-0.00022315979,-83.12035939276971,31.366667,0,1.7,0,0,2,0,1cb48fc952553c2dae437974a8355c28,0,-1.5258789e-05
4444,0,0,0,100625,231.65,20200601,12053,2,164.0,0.57,0.42,31.42482,352.03,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQ0NjUxfQ==,40.016640066617114,6144651,-0.048074722,-83.12039008909454,31.341665,0,0.90000004,0,0,2,0,bdcfd834465b4afa8507becefa9031b3,0,-1.5258789e-05
4445,0,0,0,100625,231.75,20200601,12053,2,164.0,0.56,0.42,31.421223,351.9,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQ1MTUyfQ==,40.01678023425743,6145152,0.047628403,-83.12041596098689,31.280556,0,1.7,0,0,2,0,657967d73e936758184dce200aaee396,0,-1.5258789e-05
4446,0,0,0,100625,231.85,20200601,12053,2,165.0,0.56,0.42,31.355959,351.77,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQ1NjUyfQ==,40.016892235163866,6145652,0.047628403,-83.12043683288238,31.205555,0,2.5,0,0,2,0,e226836fe4f5cdc7f51979df4a731864,0,0.488266
4447,0,0,0,100625,232.05,20200601,12053,2,166.0,0.56,0.43,31.312277,352.05,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQ2MTUyfQ==,40.017060066460346,6146152,0.047628403,-83.12046758315887,31.155554,0,2.0,0,0,2,0,08a211795fe4ae0e6334aff6f8f76c8b,0,0.488266
4448,0,0,0,100625,232.15,20200601,12053,2,167.0,0.56,0.42,31.219778,352.03,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQ2NjUyfQ==,40.017171733282574,6146652,0.14333344,-83.12048808909005,31.116665,0,1.9,0,0,2,0,4fd428327614bc2dd0b495cc4c904e7b,0,0.24412537
4449,0,0,0,100625,232.45,20200601,12053,2,167.0,0.56,0.43,31.157597,352.04,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQ3MTUyfQ==,40.01733889987116,6147152,0.14333344,-83.12051825278918,31.072222,0,1.8000001,0,0,2,0,73815b77e2bdff7342f1bb7471e4ba07,0,0.24412537
4450,0,0,0,100625,232.75,20200601,12053,2,167.0,0.56,0.43,31.154514,352.16,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQ3NjUyfQ==,40.017478232240656,6147652,0.047628403,-83.12054338386315,31.024998,0,1.7,0,0,2,0,34db89b3eeb22cd9b88f94613b1c6319,0,0.24412537
4451,0,0,0,100625,232.95,20200601,12053,2,168.0,0.55,0.42,31.014223,352.23,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQ4MTUyfQ==,40.017617064985146,6148152,0.14333344,-83.12056819643468,30.966665,0,1.7,0,0,2,0,6c85c0627b5db758ef45241cb2fc84fd,0,0.24412537
4452,0,0,0,100625,233.25,20200601,12053,2,169.0,0.53,0.41,30.974138,352.08,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQ4NjUyfQ==,40.01775556622207,6148652,0.14333344,-83.12059307425486,30.89722,0,1.7,0,0,2,0,72eda2bcffffa9f6bdbbb0de1f7f731b,0,-1.5258789e-05
4453,0,0,0,100625,233.45,20200601,12053,2,169.0,0.52,0.4,30.966944,351.91,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQ5MTUyfQ==,40.01789390084905,6149152,0.14333344,-83.1206179580118,30.841667,0,1.7,0,0,2,0,9ed5ccbc06bca20aca1c03f918451f52,0,0.24412537
4454,0,0,0,100625,233.65,20200601,12053,2,170.0,0.52,0.4,30.86982,351.94,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTQ5NjUyfQ==,40.01800406729548,6149652,0.14333344,-83.12063811577872,30.788887,0,2.4,0,0,2,0,a38c459f586ba1f3f34e8ea0fe7b2f3d,0,0.488266
4455,0,0,0,100625,233.95,20200601,12053,2,171.0,0.51,0.4,30.837957,352.08,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTUwMTUyfQ==,40.01816939955447,6150152,0.191185,-83.12066790758458,30.769444,0,2.0,0,0,2,0,43987da367e6ee0dcb4dda35f5895755,0,0.24412537
4456,0,0,0,100625,234.25,20200601,12053,2,171.0,0.51,0.4,30.817917,352.09,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTUwNjUyfQ==,40.01830689947446,6150652,0.14333344,-83.1206929046174,30.752777,0,1.9,0,0,2,0,ecbc6c524c7a6cee95b032338e9abce0,0,0.24412537
4457,0,0,0,100625,234.55,20200601,12053,2,171.0,0.5,0.39,30.82768,352.13,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTUxMTUyfQ==,40.018444232484725,6151152,0.3347416,-83.12071772608554,30.725,0,1.8000001,0,0,2,0,3b9a4f8bf3298b84cabdd0f115c4ab0e,0,0.24412537
4458,0,0,0,100625,234.85,20200601,12053,2,171.0,0.5,0.39,30.799417,352.11,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTUxNjUyfQ==,40.01858156597993,6151652,0.23903656,-83.1207427320163,30.725,0,1.4,0,0,2,0,bc2d7332b14f83543801fc505581a6f3,0,0.24412537
4459,0,0,0,100625,235.15,20200601,12053,2,171.0,0.5,0.39,30.768583,352.07,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTUyMTUyfQ==,40.018718732965866,6152152,0.28688812,-83.12076774387924,30.716665,0,1.4,0,0,2,0,0043282abd2f4b2c3fa879152a461e72,0,-1.5258789e-05
4460,0,0,0,100625,235.55,20200601,12053,2,170.0,0.5,0.39,30.748028,352.01,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTUyNjUyfQ==,40.01885590009965,6152652,0.14333344,-83.12079259500818,30.705555,0,1.4,0,0,2,0,73570bafa8b3d87ab20192b7223c0e15,0,-1.5258789e-05
4461,0,0,0,100625,235.85,20200601,12053,2,170.0,0.5,0.39,30.71925,352.1,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTUzMTUyfQ==,40.01896556605955,6153152,0.3347416,-83.12081273497894,30.699999,0,1.4,0,0,2,0,142fffad58c2fa0601a89a601adea554,0,0.24412537
4462,0,0,0,100625,236.25,20200601,12053,2,170.0,0.52,0.4,30.778347,351.96,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTUzNjUyfQ==,40.01913023381095,6153652,0.23903656,-83.12084277650375,30.708332,0,1.6,0,0,2,0,b4ad4d8ee52aaa53900176009062d6e4,0,0.24412537
4463,0,0,0,100625,236.55,20200601,12053,2,172.0,0.51,0.4,30.762417,351.93,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTU0MTUyfQ==,40.01926740069968,6154152,0.3347416,-83.12086778540154,30.708332,0,1.6,0,0,2,0,449916128673d246668a531980eba9c7,0,0.24412537
4464,0,0,0,100625,236.95,20200601,12053,2,172.0,0.51,0.4,30.80404,352.02,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTU0NjUyfQ==,40.019404733354826,6154652,0.28688812,-83.12089275870404,30.725,0,1.6,0,0,2,0,590b9eb21d0f0fa550b593545d0ef3c1,0,-1.5258789e-05
4465,0,0,0,100625,237.25,20200601,12053,2,173.0,0.5,0.4,30.778862,351.92,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTU1MTUzfQ==,40.01954223410572,6155153,0.23903656,-83.12091812169905,30.752777,0,1.6,0,0,2,0,d820625827b5d0ccacf3a6bd5af08ab0,0,0.24412537
4466,0,0,0,100625,237.65,20200601,12053,2,173.0,0.5,0.39,30.81843,351.92,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTU1NjUzfQ==,40.01967956743875,6155653,0.23903656,-83.12094328836464,30.769444,0,1.6,0,0,2,0,88b7c4b0685908b33dfcfbbb48a6bb1b,0,0.24412537
4467,0,0,0,100625,237.95,20200601,12053,2,173.0,0.5,0.39,30.79993,351.93,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTU2MTUzfQ==,40.0198170673651,6156153,0.23903656,-83.1209686187305,30.79722,0,1.6,0,0,2,0,d1a588534dd51319e129d0fc152d5b86,0,0.24412537
4468,0,0,0,100625,238.25,20200601,12053,2,173.0,0.5,0.39,30.848236,351.96,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTU2NjUzfQ==,40.01995490047575,6156653,0.38259315,-83.12099394316375,30.811111,0,1.9,0,0,2,0,fe23552364f134dcc53b7b8b35d62456,0,0.24412537
4469,0,0,0,100625,238.55,20200601,12053,2,174.0,0.5,0.39,30.932,351.74,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTU3MTUzfQ==,40.020092902022974,6157153,0.191185,-83.12101934175898,30.841667,0,2.0,0,0,2,0,2c2a420ca39033395a99bb558cd0b8a0,0,0.24412537
4470,0,0,0,100625,238.85,20200601,12053,2,174.0,0.5,0.39,30.875986,351.96,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTU3NjUzfQ==,40.02023073380846,6157653,0.28688812,-83.1210444431615,30.88611,0,2.1000001,0,0,2,0,388033c37c9e04982a65bb750ea9a463,0,0.488266
4471,0,0,0,100625,239.05,20200601,12053,2,174.0,0.5,0.39,30.97157,351.88,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTU4MTUzfQ==,40.02036906772651,6158153,0.3347416,-83.12106930022487,30.96389,0,2.0,0,0,2,0,ed0418d224db2e71114182f56564732a,0,0.24412537
4472,0,0,0,100625,239.35,20200601,12053,2,174.0,0.5,0.39,31.099014,352.07,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTU4NjUzfQ==,40.02050806629515,6158653,0.28688812,-83.12109441053047,31.019444,0,1.8000001,0,0,2,0,3987415c77ad0ae8bda1aee3c83be608,0,0.24412537
4473,0,0,0,100625,239.45,20200601,12053,2,173.0,0.5,0.39,31.148348,352.13,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTU5MTUzfQ==,40.020647232479746,6159153,0.38259315,-83.1211193927327,31.083332,0,1.8000001,0,0,2,0,34279b6220c57237b500d33176b8dde4,0,0.24412537
4474,0,0,0,100625,239.65,20200601,12053,2,173.0,0.5,0.39,31.26089,352.05,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTU5NjUzfQ==,40.020758733118655,6159653,0.28688812,-83.12113958312736,31.152777,0,1.9,0,0,2,0,0bceefc0cebf8ecd6f46d9f743d6c179,0,0.488266
4475,0,0,0,100625,239.85,20200601,12053,2,173.0,0.51,0.39,31.363153,352.13,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTYwMTUzfQ==,40.020926565812445,6160153,0.3347416,-83.12117005939687,31.233332,0,2.0,0,0,2,0,6e8e0d709758c23d08b1c7df19394d24,0,0.488266
4476,0,0,0,100625,239.95,20200601,12053,2,172.0,0.51,0.39,31.272194,352.36,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTYwNjUzfQ==,40.02106656383263,6160653,0.38259315,-83.12119499118124,31.319445,0,2.1000001,0,0,2,0,89793ba30ac81479086b7ffb1253496b,0,0.24412537
4477,0,0,0,100625,240.05,20200601,12053,2,172.0,0.5,0.39,31.465416,352.36,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTYxMTUzfQ==,40.021207063832314,6161153,0.14333344,-83.1212198245132,31.397223,0,1.7,0,0,2,0,81cf5ad248ee778564b733e9d0d7d60e,0,0.24412537
4478,0,0,0,100625,240.15,20200601,12053,2,171.0,0.51,0.39,31.347736,352.08,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTYxNjUzfQ==,40.02134773288063,6161653,0.66970444,-83.1212445742238,31.474998,0,0.90000004,0,0,2,0,8c065c57ae5a3eaced6c43ee1cfce916,0,-1.5258789e-05
4479,0,0,0,100625,240.25,20200601,12053,2,170.0,0.51,0.39,31.47518,352.25,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTYyMTUzfQ==,40.0214602314714,6162153,0.191185,-83.12126435713387,31.438889,0,1.0,0,0,2,0,f4f3e9e634051ffb31b51e7efa1b8118,0,-1.5258789e-05
4480,0,0,0,100625,240.35,20200601,12053,2,169.0,0.52,0.4,31.603653,352.14,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTYyNjUzfQ==,40.02160123239589,6162653,0.095479965,-83.12129005642481,31.447222,0,1.7,0,0,2,0,80c94dfc065884ff27302270c3670bcf,0,0.24412537
4481,0,0,0,100625,240.45,20200601,12053,2,169.0,0.53,0.41,31.561,352.09,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTYzMTUzfQ==,40.02177023279996,6163153,0.095479965,-83.12132057125393,31.441666,0,1.7,0,0,2,0,2e17a6d2517d80a4682048705d244b47,0,0.24412537
4482,0,0,0,100625,240.45,20200601,12053,2,169.0,0.54,0.41,31.522972,352.05,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo2MTYzNjUzfQ==,40.021882899782774,6163653,0.047628403,-83.12134108311777,31.441666,0,1.7,0,0,2,0,6775b9ce03c89ef18d35847b9449c092,0,0.24412537
